teamName,playerMainPosition,offsides,bigChanceCreated,passes,crosses,keyPasses,bigChanceSucc,interceptions,age,shots,bigChanceFaced,fouled,finalThirdPass,thBallSucc,assists,tackles,fouls,playerName,passSucc,country,goalProp,aerialWon,errorsSum,playerId,mans,apps,countryZh,redCards,disp,appsSub,thBall,teamId,finalThirdPassSucc,yelCards,id,rate,longBall,longBallSucc,shotsOTProp,dribbledPast,mins,blocks,shotsOT,goals,clears,crossSucc,offsideWon,dribbles,unsTouches
尤文图斯,右后卫,0.0588235,6,67.2059,0.411765,0.735294,0.0,1.94118,29,0.558824,3,0.588235,14.4118,1.0,4,1.82353,0.735294,达尼洛,88.9278,Brazil,0.0526316,0.882353,2,3258,1,32,巴西,0,0.264706,2,0.0588235,75,0.763265,6,164757,7.034118,3.11765,0.585635,0.105263,0.911765,2918,0.352941,0.0588235,1,1.76471,0.358974,0.235294,0.647059,0.529412
莱斯特城,中后卫,0.0714286,0,60.2857,0.0,0.214286,0.0,2.17857,20,0.392857,2,1.03571,7.25,1.0,0,1.82143,1.32143,韦斯利·福法纳,86.3744,France,0.0,3.25,0,42376,0,27,法国,0,0.428571,1,0.0357143,10,0.674877,7,166616,7.033928,2.67857,0.483871,0.181818,0.535714,2264,0.571429,0.0714286,0,3.28571,0.0,0.5,0.535714,0.964286
根克勒比利吉,后腰,0.0769231,0,42.0,0.230769,0.384615,1.0,1.92308,23,1.0,2,1.38462,9.76923,0.0,0,2.07692,0.923077,厄兹德米尔,85.5311,Turkey,0.230769,0.769231,0,25048,2,12,土耳其,0,0.846154,1,0.0,290,0.724409,1,163623,7.033846,4.46154,0.674419,0.461538,1.76923,1043,0.0769231,0.461538,3,1.92308,0.428571,0.0769231,1.30769,0.846154
曼城,中后卫,0.0454545,0,78.5,0.0,0.0909091,0.5,0.818182,27,0.681818,4,0.409091,9.5,0.0,0,0.954545,0.318182,斯通斯,93.2831,England,0.266667,1.72727,1,364,1,22,英格兰,1,0.0909091,0,0.0,11,0.875598,0,164949,7.033637,2.77273,0.586538,0.333333,0.227273,1934,0.681818,0.227273,4,2.45455,0.0,0.681818,0.454545,0.181818
莱斯特城,右后卫,0.130435,4,45.8261,0.304348,0.869565,0.666667,1.30435,23,0.434783,3,1.65217,13.5652,0.0,1,2.65217,0.695652,詹姆斯·贾斯汀,80.4554,England,0.2,1.13043,1,18997,1,23,英格兰,0,0.608696,0,0.0,10,0.740385,4,163393,7.033043,1.17391,0.364865,0.3,0.913043,2070,0.434783,0.130435,2,1.91304,0.118644,0.217391,0.782609,1.26087
加拉塔萨雷,前腰,0.0454545,8,37.1364,0.681818,1.31818,1.0,0.454545,31,1.40909,2,0.863636,14.3636,0.833333,3,1.0,0.727273,贝尔汉达,84.3329,Morocco,0.193548,0.318182,0,11810,4,17,摩洛哥,0,1.09091,5,0.227273,287,0.721519,4,163068,7.032727,1.72727,0.77551,0.419355,0.772727,1481,0.0,0.590909,6,0.272727,0.263158,0.0,1.0,1.31818
沃特福德,左后卫,0.0,1,40.8,0.64,0.52,0.0,1.48,27,0.4,1,0.52,10.72,0.0,0,1.56,0.8,马西纳,72.549,Morocco,0.2,2.8,0,7130,2,21,摩洛哥,0,0.12,4,0.0,207,0.608209,4,169649,7.0324,3.92,0.435556,0.3,1.08,1927,0.28,0.12,2,2.68,0.363636,0.12,0.32,1.0
马拉蒂亚体育,后腰,0.0526316,0,37.1579,0.157895,0.578947,1.0,1.84211,22,0.947368,1,0.947368,9.05263,1.0,0,1.84211,1.73684,恩达伊什米耶,77.4788,Burundi,0.111111,3.15789,0,60688,1,15,布隆迪,0,0.473684,4,0.0526316,893,0.598837,0,162753,7.032105,1.89474,0.45,0.333333,0.526316,1468,0.315789,0.315789,2,1.26316,0.3,0.0,0.842105,1.26316
罗斯托夫,中后卫,0.0,1,53.1071,0.0357143,0.285714,0.0,2.17857,27,0.464286,0,0.535714,10.3571,0.0,1,1.57143,0.607143,奥西彭科,73.1002,Russia,0.0,3.60714,0,61437,2,28,俄罗斯,1,0.214286,0,0.0,163,0.537931,1,160238,7.030715,4.67857,0.388724,0.307692,0.5,2441,0.571429,0.142857,0,4.96429,0.1,0.821429,0.321429,0.178571
巴黎圣日耳曼,中场,0.0434783,5,50.087,0.304348,1.0,0.0,0.565217,28,1.04348,1,1.73913,16.9565,0.5,4,2.34783,0.956522,拉菲尼亚,90.8854,Brazil,0.0,0.304348,0,796,2,15,巴西,0,1.52174,8,0.0869565,95,0.846154,2,166242,7.028696,1.26087,0.763158,0.333333,0.913043,1367,0.130435,0.347826,0,0.0869565,0.304348,0.0,1.26087,1.47826
圣埃蒂安,中后卫,0.0714286,0,48.3571,0.0,0.214286,0.0,1.92857,25,0.928571,1,0.642857,7.0,0.0,0,1.07143,0.714286,西塞,76.6617,Senegal,0.0,3.92857,0,23293,1,14,塞内加尔,0,0.0,0,0.0,97,0.408163,1,170187,7.028572,4.78571,0.455782,0.307692,0.285714,1260,0.285714,0.285714,0,6.07143,0.0,0.428571,0.142857,0.642857
莫斯科火车头,左后卫,0.0,1,48.4615,1.07692,0.923077,0.0,2.0,31,0.615385,0,0.615385,13.0769,0.0,1,1.69231,1.26923,里布斯,83.1746,Poland,0.0625,1.61538,0,4311,0,26,波兰,0,0.307692,0,0.0,160,0.782353,8,160611,7.028077,2.76923,0.517986,0.125,0.461538,2340,0.269231,0.0769231,1,2.34615,0.297872,0.307692,0.346154,1.30769
利兹联,中锋,0.473684,5,13.3421,0.0263158,0.789474,0.322581,0.263158,27,2.81579,31,0.605263,5.0,1.0,7,0.552632,0.947368,班福德,77.3176,England,0.158879,1.23684,0,6294,3,37,英格兰,0,0.552632,1,0.0526316,264,0.689474,3,163001,7.027631,0.105263,0.8,0.448598,0.5,3066,0.105263,1.26316,17,0.973684,0.333333,0.0,0.5,2.15789
莫斯科迪纳摩,中后卫,0.037037,2,51.9259,0.0,0.407407,0.5,2.66667,22,0.592593,2,0.148148,9.14815,1.0,1,2.0,1.0,叶夫根涅夫,79.6719,Russia,0.0625,2.66667,0,51901,0,27,俄罗斯,2,0.296296,0,0.0740741,152,0.566802,5,160547,7.026667,5.11111,0.501818,0.3125,0.740741,2338,0.555556,0.185185,1,3.37037,0.0,0.481481,0.37037,0.740741
皇家社会,中锋,0.647059,3,12.6176,0.176471,0.294118,0.407407,0.0882353,21,2.38235,27,0.970588,5.76471,0.4,2,0.264706,0.764706,伊萨克,72.7273,Sweden,0.209877,1.17647,0,19537,6,30,瑞典,0,0.823529,4,0.0588235,33,0.653061,4,163428,7.02647,0.264706,0.6,0.518519,0.147059,2359,0.0294118,1.23529,17,0.205882,0.333333,0.0588235,1.11765,1.58824
米尔沃尔,中后卫,0.119048,2,42.8571,0.0952381,0.380952,0.0,1.5,26,0.833333,0,0.880952,10.5476,0.0,2,1.07143,1.2619,杰克·库珀,70.5,England,0.0285714,5.2619,2,11036,1,42,英格兰,0,0.119048,0,0.0,514,0.465011,5,162796,7.026191,3.21429,0.364865,0.228571,0.357143,3713,0.761905,0.190476,1,4.28571,0.266667,0.142857,0.261905,0.690476
本菲卡,前腰,0.0,6,50.0769,0.384615,1.15385,0.0,0.923077,32,0.615385,0,1.65385,20.1154,0.375,3,1.03846,1.65385,塔拉布特,86.0983,Morocco,0.0,0.269231,0,229,1,19,摩洛哥,0,0.615385,7,0.115385,124,0.762906,4,163892,7.026154,2.07692,0.80597,0.25,1.07692,1645,0.0384615,0.153846,0,0.115385,0.322581,0.0,2.26923,1.57692
里泽体育,左边锋,0.324324,6,27.2432,0.459459,0.837838,0.454545,0.405405,25,1.75676,11,1.10811,11.5946,0.5,4,1.40541,1.13514,萨穆迪奥,73.0159,Paraguay,0.123077,3.40541,0,24793,3,27,巴拉圭,0,0.864865,10,0.027027,289,0.67366,3,162470,7.025676,0.945946,0.660377,0.415385,0.945946,2524,0.108108,0.72973,8,0.891892,0.242857,0.0,1.21622,1.64865
加拉塔萨雷,左后卫,0.148148,3,41.8889,1.03704,1.18519,0.0,1.92593,23,0.333333,1,0.740741,14.2593,0.0,2,1.55556,0.851852,萨拉齐,78.8683,Uruguay,0.0,1.18519,0,25569,0,26,乌拉圭,0,0.518519,1,0.0,287,0.690909,2,163065,7.024815,2.22222,0.472441,0.333333,0.518519,2154,0.185185,0.111111,0,1.7037,0.247788,0.407407,0.851852,1.03704
锡塔德福图纳,右后卫,0.0,1,30.6667,0.0833333,0.166667,1.0,2.91667,27,0.25,1,1.41667,5.83333,0.0,0,1.25,0.583333,米克尔·蒂尔潘,71.7391,Belgium,0.333333,1.91667,0,46237,2,11,比利时,0,0.666667,1,0.0,872,0.557143,0,169821,7.023333,2.33333,0.430769,0.666667,0.583333,988,0.416667,0.166667,1,3.08333,0.0357143,0.833333,0.583333,1.41667
伯恩利,中后卫,0.0833333,1,34.9722,0.0555556,0.333333,0.2,1.22222,28,0.611111,5,0.805556,8.55556,0.0,0,1.83333,0.75,塔科夫斯基,70.0556,England,0.0454545,4.58333,1,6470,3,36,英格兰,0,0.111111,0,0.0,20,0.383117,6,165711,7.021667,3.61111,0.445205,0.272727,0.666667,3240,1.16667,0.166667,1,4.41667,0.333333,0.611111,0.333333,0.472222
费耶诺德,右后卫,0.0,2,39.8333,0.333333,0.766667,1.0,0.833333,20,0.533333,3,0.566667,9.5,0.0,2,2.66667,0.833333,吉尔特鲁伊达,89.9582,Netherlands,0.3125,0.533333,2,26282,1,25,荷兰,0,0.666667,5,0.0,143,0.796491,0,163137,7.021333,2.03333,0.72619,0.4375,0.6,2254,0.2,0.233333,5,1.5,0.263158,0.0666667,0.766667,0.933333
布拉加,左中场,0.151515,10,28.9091,0.575758,1.48485,0.166667,1.15152,23,2.27273,6,2.18182,13.4545,0.333333,3,0.848485,0.69697,加莱诺,75.891,Brazil,0.04,0.636364,0,23566,3,29,巴西,0,1.09091,4,0.030303,125,0.695946,4,164434,7.020909,1.69697,0.682927,0.253333,0.939394,2487,0.030303,0.575758,3,0.606061,0.213483,0.030303,1.93939,2.15152
斯图加特,中锋,0.0909091,5,20.0303,0.0,0.787879,0.5,0.272727,23,2.06061,18,1.06061,8.45455,0.333333,5,0.484848,0.939394,卡莱季奇,68.6838,Austria,0.235294,2.90909,0,61896,7,23,奥地利,0,0.909091,10,0.030303,69,0.573477,1,164444,7.020303,0.333333,0.44,0.426471,0.454545,2138,0.030303,0.878788,16,0.636364,0.0,0.0,0.454545,2.39394
AC米兰,中后卫,0.0357143,2,52.75,0.0357143,0.25,0.0,1.5,32,0.571429,1,0.357143,5.96429,1.0,2,1.60714,0.928571,克亚尔,88.0163,Denmark,0.0,1.96429,0,3026,1,28,丹麦,0,0.0,0,0.0357143,77,0.538922,3,164886,7.02,4.17857,0.559809,0.125,0.428571,2396,0.928571,0.0714286,0,4.28571,0.333333,0.321429,0.0,0.357143
热那亚,后腰,0.0333333,6,52.4,0.0666667,0.966667,0.0,2.9,32,0.566667,1,1.06667,13.9,0.333333,4,1.86667,1.13333,巴代利,82.0611,Croatia,0.0588235,0.6,1,1673,1,29,克罗地亚,0,0.733333,1,0.0333333,80,0.645084,7,164524,7.019667,4.16667,0.647668,0.235294,1.93333,2415,0.333333,0.133333,1,1.4,0.133333,0.0,1.2,1.03333
莫斯科斯巴达,中后卫,0.0,0,53.6154,0.0769231,0.307692,0.666667,1.65385,27,0.884615,3,1.19231,7.38462,0.0,0,1.84615,1.07692,吉戈,84.9354,France,0.130435,2.92308,0,20578,2,26,法国,1,0.115385,0,0.0,153,0.661458,5,160411,7.019615,3.57692,0.531429,0.26087,0.269231,2307,0.846154,0.230769,3,3.0,0.4,0.961538,0.384615,0.461538
切尔西,中后卫,0.0526316,1,80.1579,0.0526316,0.157895,1.0,0.947368,28,0.736842,1,0.578947,10.4737,0.0,0,1.63158,0.842105,吕迪格,89.4288,Germany,0.0714286,2.21053,0,1912,0,19,德国,0,0.0526316,0,0.0,1,0.703518,0,169100,7.019474,4.0,0.47205,0.5,0.157895,1710,0.526316,0.368421,1,2.68421,0.333333,0.526316,0.157895,0.473684
葡萄牙体育,中锋,0.285714,4,18.6429,0.0714286,1.0,0.166667,0.142857,28,2.28571,12,2.71429,8.71429,0.0,2,0.785714,1.28571,保利尼奥,75.8621,Portugal,0.09375,1.5,0,3375,0,13,葡萄牙,0,0.928571,1,0.0,116,0.696721,2,170210,7.018571,0.714286,0.909091,0.46875,0.5,1072,0.0714286,1.07143,3,0.642857,0.25,0.0,0.642857,2.5
尤文图斯,影子前锋,0.15,4,31.65,0.85,1.5,0.285714,0.05,27,2.55,7,1.45,13.45,1.0,3,0.7,0.5,迪巴拉,87.8357,Argentina,0.0784314,0.1,0,2328,1,14,阿根廷,0,0.9,6,0.05,75,0.814126,0,168112,7.0175,1.5,0.769231,0.294118,0.6,1136,0.0,0.75,4,0.05,0.261538,0.0,1.35,1.75
哈塔伊体育,中后卫,0.0555556,0,49.3611,0.0,0.138889,0.0,2.33333,29,0.527778,0,1.05556,3.91667,0.0,0,2.16667,1.47222,巴勃罗·桑托斯,83.5678,Brazil,0.0526316,3.33333,1,23543,3,35,巴西,0,0.0555556,1,0.0,1943,0.453901,10,163766,7.016944,3.47222,0.516529,0.210526,0.777778,3218,0.638889,0.111111,1,4.94444,0.0,0.583333,0.138889,0.25
利兹联,后腰,0.0,5,48.4138,1.0,1.2069,0.0,1.55172,25,0.517241,0,1.06897,10.7586,1.0,2,2.55172,1.58621,卡尔文·菲利普斯,84.6866,England,0.0666667,1.03448,3,11027,1,28,英格兰,0,0.551724,1,0.0689655,264,0.74359,10,162996,7.015517,4.68966,0.635514,0.333333,1.24138,2428,0.482759,0.172414,1,1.68966,0.376623,0.103448,0.689655,1.41379
利物浦,右后卫,0.138889,14,66.1389,1.86111,2.13889,0.0,1.36111,22,1.52778,0,0.25,24.4167,0.666667,7,1.55556,0.583333,特伦特·阿诺德,79.3784,England,0.0363636,0.222222,3,19145,2,34,英格兰,0,0.611111,2,0.111111,13,0.667804,2,162978,7.015,4.19444,0.457576,0.218182,0.555556,3033,0.0833333,0.333333,2,1.19444,0.225589,0.361111,0.888889,0.861111
西汉姆联,后腰,0.0625,2,47.6875,0.25,0.71875,0.5,1.84375,22,0.84375,4,0.40625,11.5312,0.0,1,1.84375,0.65625,德克兰·赖斯,88.0079,England,0.0740741,1.375,0,20679,1,32,英格兰,0,0.59375,0,0.0,16,0.796748,2,163181,7.014375,2.34375,0.619835,0.296296,0.9375,2880,0.34375,0.25,2,1.09375,0.266667,0.03125,0.90625,1.0625
阿贾克斯,中锋,0.0,4,13.0833,0.0,0.75,0.75,0.0833333,20,1.58333,8,0.75,8.16667,1.0,4,0.166667,1.0,拉希纳·特劳雷,73.2484,Burkina Faso,0.368421,1.08333,0,30855,1,7,布基纳法索,0,0.166667,5,0.0833333,133,0.683673,0,163334,7.014166,0.333333,0.666667,0.473684,0.333333,552,0.0,0.75,7,0.333333,0.0,0.0,0.0833333,1.41667
门兴,影子前锋,0.133333,8,33.4333,0.433333,1.5,0.666667,0.433333,32,1.86667,12,1.0,10.6667,0.714286,8,0.8,1.4,施廷德尔,82.9511,Germany,0.25,0.866667,0,1695,2,23,德国,0,1.03333,7,0.166667,60,0.74375,6,164328,7.014,1.36667,0.732143,0.5,0.833333,1966,0.1,0.933333,14,0.466667,0.325,0.0,0.333333,1.36667
埃瓦尔,右后卫,0.0666667,2,30.4667,1.0,0.733333,0.0,1.33333,28,0.4,0,1.26667,8.6,0.0,2,1.06667,0.466667,罗伯特·科雷亚,70.6783,Spain,0.0,3.2,0,6557,1,13,西班牙,0,0.4,2,0.0,40,0.658915,3,162634,7.014,1.6,0.369231,0.0,0.266667,1138,0.0666667,0.0,0,1.86667,0.319149,0.6,0.866667,1.2
波尔图,后腰,0.0,4,51.4194,0.193548,0.516129,0.375,1.58065,30,1.25806,8,0.935484,13.3548,1.0,1,2.12903,1.93548,乌里韦,86.0728,Colombia,0.102564,1.6129,1,21494,2,30,哥伦比亚,1,0.548387,1,0.0967742,115,0.76087,5,164412,7.013871,2.90323,0.642857,0.25641,1.83871,2555,0.258065,0.322581,4,0.806452,0.285714,0.0645161,0.806452,1.19355
巴塞罗那,右边锋,0.366667,6,30.7333,0.733333,1.3,0.333333,0.3,24,1.83333,9,0.933333,18.2,0.333333,3,0.466667,0.5,登贝莱,85.7918,France,0.109091,0.3,1,7293,3,19,法国,0,1.03333,11,0.0333333,31,0.822344,2,165473,7.013,0.7,0.777778,0.418182,0.366667,1779,0.0,0.766667,6,0.0,0.293333,0.0,2.1,1.7
门兴,中后卫,0.0344828,0,65.3448,0.0,0.103448,0.666667,2.24138,24,0.413793,3,0.482759,2.17241,0.0,0,1.68966,0.448276,阿维迪,91.2401,Switzerland,0.25,2.58621,0,6872,2,29,瑞士,0,0.0344828,0,0.0,60,0.634921,1,164316,7.008965,1.89655,0.539216,0.5,0.413793,2537,0.758621,0.206897,3,4.06897,0.0,0.689655,0.137931,0.37931
法兰克福,中后卫,0.0,2,63.8621,0.0,0.344828,0.0,1.51724,28,0.793103,2,1.2069,9.55172,1.0,1,2.65517,1.13793,辛特雷格,81.6955,Austria,0.0869565,3.65517,0,11832,0,29,奥地利,0,0.275862,0,0.0344828,70,0.523466,4,164075,7.008965,3.41379,0.40081,0.304348,0.896552,2527,0.413793,0.241379,2,3.10345,0.0,0.655172,0.172414,0.793103
布莱克本,左后卫,0.0666667,7,48.0333,1.66667,1.9,0.0,1.33333,31,0.466667,0,1.23333,15.4667,0.0,2,2.33333,0.833333,巴里·道格拉斯,74.3234,Scotland,0.0,2.2,2,11618,3,29,苏格兰,0,0.433333,1,0.0,267,0.596983,5,168026,7.008667,2.56667,0.345291,0.0714286,0.666667,2435,0.0666667,0.0333333,0,1.73333,0.331126,0.2,0.633333,1.1
圣埃蒂安,中场,0.0,2,42.8919,0.324324,0.648649,0.375,2.10811,22,0.621622,8,1.10811,8.37838,0.0,2,2.67568,1.2973,马赫迪·卡马拉,86.3894,France,0.130435,1.2973,0,31673,2,37,法国,0,0.567568,0,0.0,97,0.712903,4,161336,7.008108,1.91892,0.682692,0.391304,0.72973,3295,0.324324,0.243243,3,1.35135,0.352941,0.0810811,0.837838,1.13514
科尼亚体育,后腰,0.0294118,7,55.1176,0.147059,1.0,0.0,1.20588,24,1.64706,2,1.44118,14.8529,0.5,0,1.73529,0.911765,哈德齐亚梅托维奇,85.539,Bosnia-Herzegovina,0.0714286,1.05882,1,11619,4,29,波黑,0,0.882353,5,0.0588235,291,0.706931,4,163989,7.007647,4.58824,0.65,0.357143,1.52941,2682,0.235294,0.588235,4,0.705882,0.277778,0.0,1.20588,1.14706
里尔,右后卫,0.0689655,2,45.2069,0.37931,0.758621,0.0,1.31034,24,0.517241,0,0.517241,12.6207,0.0,2,2.48276,1.93103,塞利克,78.6423,Turkey,0.2,0.862069,0,44874,3,28,土耳其,0,0.482759,1,0.0,107,0.677596,8,161025,7.007586,1.96552,0.38255,0.466667,1.27586,2389,0.206897,0.241379,3,1.34483,0.180328,0.0344828,0.724138,1.17241
塞维利亚,后腰,0.0322581,5,50.8064,0.0322581,0.612903,0.5,1.32258,33,0.193548,2,0.516129,8.16129,1.0,4,1.74194,1.29032,费尔南多,89.7143,Brazil,0.5,1.77419,0,288,1,28,巴西,0,0.322581,3,0.0967742,23,0.802372,6,165583,7.007097,2.77419,0.632353,0.666667,0.645161,2546,0.354839,0.129032,3,2.0,1.0,0.0967742,0.354839,0.806452
莫斯科斯巴达,右中场,0.315789,3,31.3158,0.894737,1.36842,0.5,0.894737,30,1.57895,2,1.26316,14.6316,0.0,2,1.0,1.21053,摩西,74.958,Nigeria,0.133333,0.368421,1,26,0,18,尼日利亚,0,1.10526,1,0.0,153,0.665468,3,166391,7.006842,0.736842,0.237288,0.466667,0.473684,1512,0.105263,0.736842,4,0.789474,0.22973,0.105263,1.52632,1.10526
格罗宁根,后腰,0.107143,2,24.9643,0.0,0.964286,0.4,1.14286,25,1.78571,5,0.892857,10.1786,0.0,2,1.14286,1.67857,梅萨乌迪,75.5365,Morocco,0.16,1.60714,1,46578,4,25,摩洛哥,0,1.67857,3,0.0,137,0.65614,2,163517,7.006428,1.60714,0.661765,0.36,0.642857,2226,0.107143,0.642857,8,0.464286,0.0,0.0,1.82143,2.46429
塞维利亚,中后卫,0.0882353,2,69.3235,0.0588235,0.294118,0.5,1.17647,22,0.617647,2,0.676471,10.0882,0.0,1,0.794118,0.588235,孔德,90.1146,France,0.0952381,3.0,0,26526,4,33,法国,0,0.294118,1,0.0,23,0.787172,4,165581,7.005,2.85294,0.521505,0.285714,0.411765,2976,0.470588,0.176471,2,2.94118,0.0952381,0.235294,0.882353,0.764706
费内巴切,右后卫,0.142857,7,40.3333,0.952381,1.09524,0.5,2.28571,36,0.857143,2,0.52381,13.1429,0.0,1,1.57143,0.904762,格努尔,82.8808,Turkey,0.111111,1.7619,0,11393,1,19,土耳其,1,0.380952,2,0.0,280,0.76087,4,162475,7.004285,2.09524,0.586667,0.222222,1.2381,1706,0.047619,0.190476,2,1.85714,0.246914,0.190476,0.571429,0.857143
莱比锡红牛,中场,0.259259,7,47.4444,0.296296,1.11111,0.777778,1.2963,27,2.22222,9,1.33333,16.4074,0.0,3,1.07407,0.777778,萨比策,79.7034,Austria,0.133333,0.555556,0,9441,1,24,奥地利,0,0.925926,3,0.0,249,0.69526,8,168011,7.004074,2.59259,0.472973,0.433333,0.925926,2029,0.0740741,0.962963,8,1.0,0.296296,0.0,0.555556,1.2963
哥兹塔比,右边锋,0.275,14,25.875,0.825,1.15,0.727273,0.5,27,1.225,11,1.025,11.775,0.75,11,1.45,1.025,阿克巴纳尔,75.3623,Turkey,0.183673,0.475,0,23735,4,39,土耳其,0,1.475,1,0.075,855,0.670913,3,163100,7.004,0.725,0.491525,0.428571,1.025,3365,0.025,0.525,9,0.2,0.244444,0.0,1.9,2.45
伯明翰,中后卫,0.0555556,3,31.5278,0.138889,0.583333,0.666667,1.16667,30,0.472222,3,0.361111,8.02778,0.0,2,1.22222,0.888889,马克·罗伯茨,55.4185,England,0.235294,6.22222,2,11336,4,29,英格兰,1,0.0555556,7,0.0,273,0.314879,2,165772,7.003889,3.5,0.341463,0.352941,0.222222,2744,0.444444,0.166667,4,4.47222,0.192308,0.472222,0.0833333,0.5
莱斯特城,前腰,0.16129,6,32.9032,0.774194,1.64516,1.0,0.290323,24,2.41935,1,1.83871,15.5161,0.5,5,1.03226,0.612903,詹姆斯·麦迪逊,83.3333,England,0.106667,0.0645161,0,6399,2,24,英格兰,0,1.06452,7,0.0967742,10,0.765073,4,163402,7.003871,1.09677,0.641509,0.306667,0.870968,2104,0.0322581,0.741935,8,0.129032,0.226415,0.0,0.935484,1.83871
切尔西,左后卫,0.296296,2,54.4074,1.0,1.11111,0.666667,0.888889,24,1.0,3,1.51852,18.1481,0.0,5,1.55556,0.851852,本·奇尔维尔,82.0286,England,0.111111,1.40741,0,10353,2,27,英格兰,0,0.703704,0,0.0,1,0.769388,3,165632,7.003704,1.88889,0.428571,0.37037,0.666667,2290,0.111111,0.37037,3,1.74074,0.198529,0.111111,0.592593,1.25926
伯明翰,左后卫,0.0857143,1,29.8571,0.257143,0.628571,0.666667,2.2,26,0.571429,3,0.571429,10.4571,0.0,2,1.88571,1.51429,彼得森,62.9665,Denmark,0.1,4.4,1,27248,3,35,丹麦,1,0.571429,0,0.0,273,0.57377,5,162579,7.002571,1.6,0.35443,0.3,0.571429,3089,0.257143,0.171429,2,3.17143,0.15,0.371429,1.14286,1.11429
费内巴切,中场,0.027027,9,37.1351,0.135135,0.972973,0.5,1.02703,26,1.62162,8,1.83784,12.027,1.0,8,1.43243,0.864865,奥赞·图凡,84.0611,Turkey,0.1,0.72973,0,11483,3,32,土耳其,0,0.675676,5,0.0810811,280,0.746067,4,162487,7.002162,1.89189,0.679612,0.35,0.972973,2711,0.135135,0.567568,6,0.513514,0.119048,0.0,0.972973,1.75676
乌拉尔,后腰,0.08,0,47.52,0.16,0.48,0.0,1.4,27,1.4,0,1.2,11.28,1.0,0,1.44,1.28,奥古斯蒂尼亚克,83.4175,Poland,0.114286,2.12,0,61680,3,22,波兰,1,0.64,3,0.04,156,0.705674,4,160537,7.0008,4.48,0.704403,0.371429,0.88,1932,0.72,0.52,4,1.56,0.444444,0.32,0.76,1.04
卡利亚里,影子前锋,0.297297,10,24.7027,0.108108,1.02703,0.666667,0.351351,29,2.05405,18,2.64865,11.027,1.0,3,0.351351,1.24324,若奥·佩德罗,74.2888,Brazil,0.210526,1.83784,0,3568,3,37,巴西,0,0.864865,0,0.027027,92,0.632353,4,164698,7.00054,1.24324,0.666667,0.460526,0.675676,3262,0.162162,0.945946,16,0.72973,0.16,0.0540541,1.05405,2.0
阿斯顿维拉,门将,0.0,0,29.8421,0.0,0.0526316,0.0,0.0526316,28,0.0,0,0.210526,5.26316,0.0,0,0.0789474,0.0263158,马丁内斯,62.522,Argentina,0.0,0.289474,2,2069,3,38,阿根廷,0,0.0,0,0.0,7,0.265,1,164866,7.000526,6.97368,0.386297,0.0,0.0263158,3420,0.0,0.0,0,0.368421,0.0,0.0,0.0,0.0263158
里昂,右后卫,0.0540541,7,47.1892,1.67568,1.81081,0.0,0.891892,26,0.540541,1,0.864865,16.2432,0.0,4,1.02703,0.567568,杜布瓦,83.047,France,0.1,1.0,2,2857,2,35,法国,0,0.405405,2,0.0,106,0.733777,3,161237,7.00027,1.91892,0.449367,0.15,0.486486,2916,0.243243,0.0810811,2,1.32432,0.292453,0.108108,0.810811,1.16216
里奥阿维,右边锋,0.21875,8,22.625,0.84375,1.1875,0.444444,0.875,27,1.3125,9,1.3125,9.625,0.333333,2,1.28125,1.09375,卡洛斯·马内,76.3812,Portugal,0.142857,0.65625,0,3279,4,27,葡萄牙,0,1.125,5,0.03125,117,0.662338,1,164829,7.0,0.84375,0.55102,0.428571,0.65625,2367,0.0,0.5625,6,0.46875,0.228814,0.0625,2.03125,1.78125
巴塞罗那,左后卫,0.285714,13,73.4,0.685714,1.51429,0.5,1.4,32,0.771429,2,0.428571,30.0571,0.0,5,1.28571,0.571429,阿尔巴,86.8821,Spain,0.111111,0.114286,0,791,0,34,西班牙,0,0.4,1,0.0,31,0.80038,9,165465,6.999143,1.77143,0.488189,0.37037,0.8,3030,0.0571429,0.285714,3,0.914286,0.201681,0.142857,0.485714,0.914286
亚特兰大,中场,0.0294118,5,61.1471,0.147059,0.882353,0.5,1.14706,29,0.588235,2,0.911765,21.9118,0.5,3,1.85294,1.11765,弗鲁勒,89.0332,Switzerland,0.1,0.5,2,7167,0,32,瑞士,0,0.882353,2,0.0294118,81,0.824161,5,165061,6.996765,2.5,0.648855,0.35,1.29412,2720,0.117647,0.205882,2,0.735294,0.263158,0.0882353,1.14706,1.5
沃尔夫斯堡,右后卫,0.0,1,35.9545,0.681818,0.636364,0.0,1.0,26,0.5,0,0.909091,13.1818,0.0,1,2.31818,1.95455,姆巴布,69.153,Switzerland,0.0,1.54545,1,6329,1,19,瑞士,0,0.545455,3,0.0,67,0.593103,7,169584,6.995454,1.63636,0.356436,0.454545,0.5,1643,0.318182,0.227273,0,2.45455,0.220588,0.0,1.59091,1.22727
卢顿,后腰,0.0512821,6,43.2308,1.51282,1.69231,0.0,1.20513,22,1.23077,2,0.794872,18.1282,0.0,6,1.5641,0.666667,基尔南·迪斯伯里-豪尔,76.2159,England,0.0625,1.02564,1,91535,3,36,英格兰,0,1.0,3,0.0,560,0.676096,3,168071,6.995128,3.10256,0.448148,0.3125,0.948718,3230,0.205128,0.384615,3,0.871795,0.292079,0.025641,1.23077,1.89744
